design,card,domain,combo,perm,choiceset,option_1,option_2,option_3,option_4,response,order,gender,educ,region,race,age_cross
405,17,1,10,35,dbc,4,2,3,,2,9,2,3,1,1,2
405,18,2,4,8,cb,3,2,,,2,3,2,3,1,1,2
405,19,3,8,21,bad,2,1,4,,2,10,2,3,1,1,2
405,20,4,6,11,cd,3,4,,,4,7,2,3,1,1,2
405,21,5,4,7,bc,2,3,,,2,13,2,3,1,1,2
405,22,6,8,22,bda,2,4,1,,2,16,2,3,1,1,2
405,23,7,3,6,da,4,1,,,1,14,2,3,1,1,2
405,24,8,2,3,ac,1,3,,,1,12,2,3,1,1,2
405,25,9,3,5,ad,1,4,,,4,11,2,3,1,1,2
405,26,10,11,47,bdac,2,4,1,3,2,1,2,3,1,1,2
405,27,11,5,9,bd,2,4,,,2,5,2,3,1,1,2
405,28,12,11,57,dbac,4,2,1,3,2,2,2,3,1,1,2
405,29,13,3,6,da,4,1,,,1,15,2,3,1,1,2
405,30,14,6,11,cd,3,4,,,4,6,2,3,1,1,2
405,31,15,3,5,ad,1,4,,,4,8,2,3,1,1,2
405,32,16,6,12,dc,4,3,,,3,4,2,3,1,1,2
406,1,1,1,1,ab,1,2,,,1,26,2,3,3,1,1
406,2,2,3,6,da,4,1,,,4,22,2,3,3,1,1
406,3,3,2,3,ac,1,3,,,1,29,2,3,3,1,1
406,4,4,5,9,bd,2,4,,,2,23,2,3,3,1,1
406,5,5,10,33,cbd,3,2,4,,4,19,2,3,3,1,1
406,6,6,8,20,adb,1,4,2,,4,31,2,3,3,1,1
406,7,7,10,34,cdb,3,4,2,,3,24,2,3,3,1,1
406,8,8,8,24,dba,4,2,1,,2,17,2,3,3,1,1
406,9,9,10,34,cdb,3,4,2,,2,32,2,3,3,1,1
406,10,10,1,2,ba,2,1,,,2,25,2,3,3,1,1
406,11,11,11,47,bdac,2,4,1,3,3,28,2,3,3,1,1
406,12,12,6,12,dc,4,3,,,3,20,2,3,3,1,1
406,13,13,2,3,ac,1,3,,,1,27,2,3,3,1,1
406,14,14,11,53,cdab,3,4,1,2,1,30,2,3,3,1,1
406,15,15,9,26,adc,1,4,3,,1,18,2,3,3,1,1
406,16,16,6,12,dc,4,3,,,3,21,2,3,3,1,1
406,17,1,8,24,dba,4,2,1,,1,10,2,3,3,1,1
406,18,2,10,35,dbc,4,2,3,,4,6,2,3,3,1,1
406,19,3,4,8,cb,3,2,,,2,13,2,3,3,1,1
406,20,4,1,1,ab,1,2,,,2,7,2,3,3,1,1
406,21,5,2,3,ac,1,3,,,1,3,2,3,3,1,1
406,22,6,9,28,cda,3,4,1,,4,15,2,3,3,1,1
406,23,7,3,5,ad,1,4,,,4,8,2,3,3,1,1
406,24,8,1,2,ba,2,1,,,2,1,2,3,3,1,1
406,25,9,6,12,dc,4,3,,,3,16,2,3,3,1,1
406,26,10,9,25,acd,1,3,4,,1,9,2,3,3,1,1
406,27,11,5,10,db,4,2,,,4,12,2,3,3,1,1
406,28,12,7,15,bac,2,1,3,,3,4,2,3,3,1,1
406,29,13,9,27,cad,3,1,4,,1,11,2,3,3,1,1
406,30,14,2,3,ac,1,3,,,1,14,2,3,3,1,1
406,31,15,1,2,ba,2,1,,,1,2,2,3,3,1,1
406,32,16,8,19,abd,1,2,4,,2,5,2,3,3,1,1
407,1,1,1,1,ab,1,2,,,1,13,1,6,1,1,3
407,2,2,11,53,cdab,3,4,1,2,2,6,1,6,1,1,3
407,3,3,5,10,db,4,2,,,4,15,1,6,1,1,3
407,4,4,1,1,ab,1,2,,,1,7,1,6,1,1,3
407,5,5,2,3,ac,1,3,,,1,12,1,6,1,1,3
407,6,6,9,30,dca,4,3,1,,4,10,1,6,1,1,3
407,7,7,8,22,bda,2,4,1,,4,9,1,6,1,1,3
407,8,8,3,5,ad,1,4,,,1,2,1,6,1,1,3
407,9,9,9,29,dac,4,1,3,,3,1,1,6,1,1,3
407,10,10,9,26,adc,1,4,3,,3,3,1,6,1,1,3
407,11,11,5,9,bd,2,4,,,4,5,1,6,1,1,3
407,12,12,7,16,bca,2,3,1,,2,16,1,6,1,1,3
407,13,13,11,59,dcab,4,3,1,2,3,4,1,6,1,1,3
407,14,14,11,44,badc,2,1,4,3,1,14,1,6,1,1,3
407,15,15,7,13,abc,1,2,3,,1,8,1,6,1,1,3
407,16,16,9,29,dac,4,1,3,,3,11,1,6,1,1,3
407,17,1,11,58,dbca,4,2,3,1,1,29,1,6,1,1,3
407,18,2,2,3,ac,1,3,,,1,22,1,6,1,1,3
407,19,3,2,3,ac,1,3,,,1,31,1,6,1,1,3
407,20,4,2,4,ca,3,1,,,1,23,1,6,1,1,3
407,21,5,1,2,ba,2,1,,,1,28,1,6,1,1,3
407,22,6,11,50,cadb,3,1,4,2,2,26,1,6,1,1,3
407,23,7,7,18,cba,3,2,1,,2,25,1,6,1,1,3
407,24,8,1,1,ab,1,2,,,1,18,1,6,1,1,3
407,25,9,1,1,ab,1,2,,,1,17,1,6,1,1,3
407,26,10,2,4,ca,3,1,,,3,19,1,6,1,1,3
407,27,11,9,29,dac,4,1,3,,4,21,1,6,1,1,3
407,28,12,11,54,cdba,3,4,2,1,4,32,1,6,1,1,3
407,29,13,8,20,adb,1,4,2,,4,20,1,6,1,1,3
407,30,14,9,28,cda,3,4,1,,1,30,1,6,1,1,3
407,31,15,6,12,dc,4,3,,,4,24,1,6,1,1,3
407,32,16,8,23,dab,4,1,2,,2,27,1,6,1,1,3
408,1,1,4,8,cb,3,2,,,2,31,2,2,3,1,2
408,2,2,5,9,bd,2,4,,,4,23,2,2,3,1,2
408,3,3,4,8,cb,3,2,,,2,28,2,2,3,1,2
408,4,4,9,30,dca,4,3,1,,1,21,2,2,3,1,2
408,5,5,7,15,bac,2,1,3,,3,24,2,2,3,1,2
408,6,6,6,11,cd,3,4,,,4,19,2,2,3,1,2
408,7,7,4,7,bc,2,3,,,2,25,2,2,3,1,2
408,8,8,2,4,ca,3,1,,,1,18,2,2,3,1,2
408,9,9,3,6,da,4,1,,,1,17,2,2,3,1,2
408,10,10,11,59,dcab,4,3,1,2,1,20,2,2,3,1,2
408,11,11,11,46,bcda,2,3,4,1,2,26,2,2,3,1,2
408,12,12,11,50,cadb,3,1,4,2,2,27,2,2,3,1,2
408,13,13,6,12,dc,4,3,,,3,30,2,2,3,1,2
408,14,14,6,12,dc,4,3,,,4,32,2,2,3,1,2
408,15,15,3,5,ad,1,4,,,1,22,2,2,3,1,2
408,16,16,10,34,cdb,3,4,2,,2,29,2,2,3,1,2
408,17,1,1,1,ab,1,2,,,2,15,2,2,3,1,2
408,18,2,9,27,cad,3,1,4,,4,7,2,2,3,1,2
408,19,3,10,33,cbd,3,2,4,,4,12,2,2,3,1,2
408,20,4,5,9,bd,2,4,,,2,5,2,2,3,1,2
408,21,5,5,9,bd,2,4,,,4,8,2,2,3,1,2
408,22,6,10,31,bcd,2,3,4,,2,3,2,2,3,1,2
408,23,7,6,12,dc,4,3,,,4,9,2,2,3,1,2
408,24,8,3,6,da,4,1,,,1,2,2,2,3,1,2
408,25,9,10,34,cdb,3,4,2,,2,1,2,2,3,1,2
408,26,10,3,6,da,4,1,,,1,4,2,2,3,1,2
408,27,11,1,1,ab,1,2,,,2,10,2,2,3,1,2
408,28,12,10,35,dbc,4,2,3,,3,11,2,2,3,1,2
408,29,13,11,39,acbd,1,3,2,4,2,14,2,2,3,1,2
408,30,14,10,34,cdb,3,4,2,,4,16,2,2,3,1,2
408,31,15,4,7,bc,2,3,,,3,6,2,2,3,1,2
408,32,16,8,23,dab,4,1,2,,2,13,2,2,3,1,2
409,1,1,7,16,bca,2,3,1,,3,8,1,6,2,1,2
409,2,2,9,29,dac,4,1,3,,4,3,1,6,2,1,2
409,3,3,1,2,ba,2,1,,,1,11,1,6,2,1,2
409,4,4,5,10,db,4,2,,,2,12,1,6,2,1,2
409,5,5,2,4,ca,3,1,,,1,6,1,6,2,1,2
409,6,6,2,3,ac,1,3,,,1,10,1,6,2,1,2
409,7,7,8,22,bda,2,4,1,,4,14,1,6,2,1,2
409,8,8,11,57,dbac,4,2,1,3,1,7,1,6,2,1,2
409,9,9,3,5,ad,1,4,,,1,9,1,6,2,1,2
409,10,10,3,6,da,4,1,,,4,16,1,6,2,1,2
409,11,11,3,6,da,4,1,,,1,5,1,6,2,1,2
409,12,12,9,27,cad,3,1,4,,4,2,1,6,2,1,2
409,13,13,7,16,bca,2,3,1,,3,13,1,6,2,1,2
409,14,14,8,24,dba,4,2,1,,4,4,1,6,2,1,2
409,15,15,7,18,cba,3,2,1,,3,1,1,6,2,1,2
409,16,16,2,4,ca,3,1,,,3,15,1,6,2,1,2
409,17,1,1,1,ab,1,2,,,2,24,1,6,2,1,2
409,18,2,4,7,bc,2,3,,,3,19,1,6,2,1,2
409,19,3,2,3,ac,1,3,,,1,27,1,6,2,1,2
409,20,4,2,4,ca,3,1,,,1,28,1,6,2,1,2
409,21,5,8,20,adb,1,4,2,,4,22,1,6,2,1,2
409,22,6,8,23,dab,4,1,2,,2,26,1,6,2,1,2
409,23,7,2,4,ca,3,1,,,1,30,1,6,2,1,2
409,24,8,9,30,dca,4,3,1,,1,23,1,6,2,1,2
409,25,9,11,47,bdac,2,4,1,3,1,25,1,6,2,1,2
409,26,10,7,15,bac,2,1,3,,2,32,1,6,2,1,2
409,27,11,9,27,cad,3,1,4,,1,21,1,6,2,1,2
409,28,12,10,31,bcd,2,3,4,,4,18,1,6,2,1,2
409,29,13,3,5,ad,1,4,,,4,29,1,6,2,1,2
409,30,14,5,10,db,4,2,,,4,20,1,6,2,1,2
409,31,15,9,25,acd,1,3,4,,3,17,1,6,2,1,2
409,32,16,9,30,dca,4,3,1,,3,31,1,6,2,1,2
410,1,1,7,17,cab,3,1,2,,1,25,2,4,3,1,2
410,2,2,4,8,cb,3,2,,,2,18,2,4,3,1,2
410,3,3,6,11,cd,3,4,,,4,19,2,4,3,1,2
410,4,4,1,1,ab,1,2,,,2,31,2,4,3,1,2
410,5,5,1,2,ba,2,1,,,2,21,2,4,3,1,2
410,6,6,9,27,cad,3,1,4,,1,23,2,4,3,1,2
410,7,7,11,49,cabd,3,1,2,4,4,24,2,4,3,1,2
410,8,8,6,12,dc,4,3,,,3,26,2,4,3,1,2
410,9,9,6,12,dc,4,3,,,4,27,2,4,3,1,2
410,10,10,1,2,ba,2,1,,,2,30,2,4,3,1,2
410,11,11,4,8,cb,3,2,,,3,17,2,4,3,1,2
410,12,12,3,5,ad,1,4,,,4,20,2,4,3,1,2
410,13,13,9,28,cda,3,4,1,,3,22,2,4,3,1,2
410,14,14,11,51,cbad,3,2,1,4,3,32,2,4,3,1,2
410,15,15,4,8,cb,3,2,,,3,28,2,4,3,1,2
410,16,16,11,59,dcab,4,3,1,2,2,29,2,4,3,1,2
410,17,1,1,2,ba,2,1,,,1,9,2,4,3,1,2
410,18,2,9,28,cda,3,4,1,,1,2,2,4,3,1,2
410,19,3,1,1,ab,1,2,,,2,3,2,4,3,1,2
410,20,4,6,11,cd,3,4,,,3,15,2,4,3,1,2
410,21,5,10,35,dbc,4,2,3,,2,5,2,4,3,1,2
410,22,6,2,4,ca,3,1,,,1,7,2,4,3,1,2
410,23,7,1,1,ab,1,2,,,1,8,2,4,3,1,2
410,24,8,5,9,bd,2,4,,,2,10,2,4,3,1,2
410,25,9,7,15,bac,2,1,3,,1,11,2,4,3,1,2
410,26,10,10,36,dcb,4,3,2,,2,14,2,4,3,1,2
410,27,11,5,9,bd,2,4,,,4,1,2,4,3,1,2
410,28,12,7,14,acb,1,3,2,,2,4,2,4,3,1,2
410,29,13,10,35,dbc,4,2,3,,2,6,2,4,3,1,2
410,30,14,10,32,bdc,2,4,3,,3,16,2,4,3,1,2
410,31,15,1,2,ba,2,1,,,1,12,2,4,3,1,2
410,32,16,6,11,cd,3,4,,,3,13,2,4,3,1,2
411,1,1,8,21,bad,2,1,4,,2,18,2,2,1,1,2
411,2,2,9,27,cad,3,1,4,,1,17,2,2,1,1,2
411,3,3,6,12,dc,4,3,,,4,28,2,2,1,1,2
411,4,4,6,12,dc,4,3,,,4,32,2,2,1,1,2
411,5,5,7,17,cab,3,1,2,,1,19,2,2,1,1,2
411,6,6,10,33,cbd,3,2,4,,2,30,2,2,1,1,2
411,7,7,7,14,acb,1,3,2,,1,27,2,2,1,1,2
411,8,8,7,17,cab,3,1,2,,1,29,2,2,1,1,2
411,9,9,4,7,bc,2,3,,,2,22,2,2,1,1,2
411,10,10,6,11,cd,3,4,,,3,21,2,2,1,1,2
411,11,11,6,11,cd,3,4,,,3,23,2,2,1,1,2
411,12,12,5,9,bd,2,4,,,4,24,2,2,1,1,2
411,13,13,5,9,bd,2,4,,,2,25,2,2,1,1,2
411,14,14,9,29,dac,4,1,3,,4,31,2,2,1,1,2
411,15,15,1,1,ab,1,2,,,2,20,2,2,1,1,2
411,16,16,3,6,da,4,1,,,4,26,2,2,1,1,2
411,17,1,6,12,dc,4,3,,,4,2,2,2,1,1,2
411,18,2,7,16,bca,2,3,1,,1,1,2,2,1,1,2
411,19,3,10,31,bcd,2,3,4,,4,12,2,2,1,1,2
411,20,4,9,29,dac,4,1,3,,4,16,2,2,1,1,2
411,21,5,3,6,da,4,1,,,1,3,2,2,1,1,2
411,22,6,6,12,dc,4,3,,,4,14,2,2,1,1,2
411,23,7,5,9,bd,2,4,,,2,11,2,2,1,1,2
411,24,8,8,22,bda,2,4,1,,1,13,2,2,1,1,2
411,25,9,7,15,bac,2,1,3,,2,6,2,2,1,1,2
411,26,10,1,1,ab,1,2,,,2,5,2,2,1,1,2
411,27,11,8,23,dab,4,1,2,,2,7,2,2,1,1,2
411,28,12,6,11,cd,3,4,,,4,8,2,2,1,1,2
411,29,13,1,1,ab,1,2,,,2,9,2,2,1,1,2
411,30,14,7,14,acb,1,3,2,,1,15,2,2,1,1,2
411,31,15,9,27,cad,3,1,4,,3,4,2,2,1,1,2
411,32,16,11,45,bcad,2,3,1,4,3,10,2,2,1,1,2
412,1,1,2,3,ac,1,3,,,1,32,2,6,4,1,2
412,2,2,6,11,cd,3,4,,,4,27,2,6,4,1,2
412,3,3,9,27,cad,3,1,4,,4,30,2,6,4,1,2
412,4,4,8,20,adb,1,4,2,,4,31,2,6,4,1,2
412,5,5,4,7,bc,2,3,,,2,24,2,6,4,1,2
412,6,6,10,35,dbc,4,2,3,,2,29,2,6,4,1,2
412,7,7,9,30,dca,4,3,1,,1,19,2,6,4,1,2
412,8,8,3,5,ad,1,4,,,1,20,2,6,4,1,2
412,9,9,7,18,cba,3,2,1,,3,26,2,6,4,1,2
412,10,10,6,11,cd,3,4,,,4,25,2,6,4,1,2
412,11,11,8,21,bad,2,1,4,,2,21,2,6,4,1,2
412,12,12,5,9,bd,2,4,,,4,28,2,6,4,1,2
412,13,13,1,1,ab,1,2,,,1,18,2,6,4,1,2
412,14,14,2,4,ca,3,1,,,1,17,2,6,4,1,2
412,15,15,10,35,dbc,4,2,3,,4,23,2,6,4,1,2
412,16,16,7,15,bac,2,1,3,,2,22,2,6,4,1,2
412,17,1,4,7,bc,2,3,,,2,16,2,6,4,1,2
412,18,2,4,7,bc,2,3,,,3,11,2,6,4,1,2
412,19,3,8,20,adb,1,4,2,,1,14,2,6,4,1,2
412,20,4,6,12,dc,4,3,,,4,15,2,6,4,1,2
412,21,5,7,13,abc,1,2,3,,2,8,2,6,4,1,2
412,22,6,1,1,ab,1,2,,,2,13,2,6,4,1,2
412,23,7,7,13,abc,1,2,3,,1,3,2,6,4,1,2
412,24,8,4,7,bc,2,3,,,2,4,2,6,4,1,2
412,25,9,11,56,dacb,4,1,3,2,4,10,2,6,4,1,2
412,26,10,7,13,abc,1,2,3,,2,9,2,6,4,1,2
412,27,11,10,34,cdb,3,4,2,,3,5,2,6,4,1,2
412,28,12,10,31,bcd,2,3,4,,4,12,2,6,4,1,2
412,29,13,7,16,bca,2,3,1,,3,2,2,6,4,1,2
412,30,14,7,15,bac,2,1,3,,1,1,2,6,4,1,2
412,31,15,7,13,abc,1,2,3,,1,7,2,6,4,1,2
412,32,16,6,12,dc,4,3,,,3,6,2,6,4,1,2
413,1,1,10,31,bcd,2,3,4,,4,12,2,3,1,1,3
413,2,2,6,11,cd,3,4,,,3,16,2,3,1,1,3
413,3,3,1,1,ab,1,2,,,1,11,2,3,1,1,3
413,4,4,1,2,ba,2,1,,,1,6,2,3,1,1,3
413,5,5,2,3,ac,1,3,,,3,2,2,3,1,1,3
413,6,6,2,4,ca,3,1,,,1,13,2,3,1,1,3
413,7,7,7,17,cab,3,1,2,,3,9,2,3,1,1,3
413,8,8,10,32,bdc,2,4,3,,4,7,2,3,1,1,3
413,9,9,9,30,dca,4,3,1,,1,5,2,3,1,1,3
413,10,10,11,46,bcda,2,3,4,1,2,15,2,3,1,1,3
413,11,11,2,4,ca,3,1,,,3,10,2,3,1,1,3
413,12,12,11,41,adbc,1,4,2,3,4,14,2,3,1,1,3
413,13,13,5,9,bd,2,4,,,2,1,2,3,1,1,3
413,14,14,5,10,db,4,2,,,4,3,2,3,1,1,3
413,15,15,6,12,dc,4,3,,,4,4,2,3,1,1,3
413,16,16,7,16,bca,2,3,1,,2,8,2,3,1,1,3
413,17,1,9,27,cad,3,1,4,,4,28,2,3,1,1,3
413,18,2,5,10,db,4,2,,,4,32,2,3,1,1,3
413,19,3,4,8,cb,3,2,,,2,27,2,3,1,1,3
413,20,4,6,11,cd,3,4,,,3,22,2,3,1,1,3
413,21,5,8,22,bda,2,4,1,,4,18,2,3,1,1,3
413,22,6,5,10,db,4,2,,,2,29,2,3,1,1,3
413,23,7,6,12,dc,4,3,,,3,25,2,3,1,1,3
413,24,8,5,9,bd,2,4,,,4,23,2,3,1,1,3
413,25,9,10,31,bcd,2,3,4,,4,21,2,3,1,1,3
413,26,10,2,4,ca,3,1,,,3,31,2,3,1,1,3
413,27,11,3,6,da,4,1,,,1,26,2,3,1,1,3
413,28,12,5,9,bd,2,4,,,4,30,2,3,1,1,3
413,29,13,6,11,cd,3,4,,,3,17,2,3,1,1,3
413,30,14,11,55,dabc,4,1,2,3,4,19,2,3,1,1,3
413,31,15,3,5,ad,1,4,,,4,20,2,3,1,1,3
413,32,16,6,12,dc,4,3,,,3,24,2,3,1,1,3
414,1,1,8,20,adb,1,4,2,,2,13,2,2,2,1,2
414,2,2,4,8,cb,3,2,,,2,11,2,2,2,1,2
414,3,3,2,3,ac,1,3,,,1,3,2,2,2,1,2
414,4,4,3,6,da,4,1,,,1,2,2,2,2,1,2
414,5,5,2,3,ac,1,3,,,3,15,2,2,2,1,2
414,6,6,11,43,bacd,2,1,3,4,1,16,2,2,2,1,2
414,7,7,10,32,bdc,2,4,3,,3,7,2,2,2,1,2
414,8,8,2,4,ca,3,1,,,1,9,2,2,2,1,2
414,9,9,7,16,bca,2,3,1,,1,10,2,2,2,1,2
414,10,10,10,35,dbc,4,2,3,,2,14,2,2,2,1,2
414,11,11,10,34,cdb,3,4,2,,4,1,2,2,2,1,2
414,12,12,3,5,ad,1,4,,,4,4,2,2,2,1,2
414,13,13,7,13,abc,1,2,3,,3,6,2,2,2,1,2
414,14,14,4,7,bc,2,3,,,3,12,2,2,2,1,2
414,15,15,8,21,bad,2,1,4,,4,8,2,2,2,1,2
414,16,16,10,31,bcd,2,3,4,,4,5,2,2,2,1,2
414,17,1,2,4,ca,3,1,,,1,29,2,2,2,1,2
414,18,2,6,11,cd,3,4,,,3,27,2,2,2,1,2
414,19,3,9,30,dca,4,3,1,,4,19,2,2,2,1,2
414,20,4,11,54,cdba,3,4,2,1,1,18,2,2,2,1,2
414,21,5,1,1,ab,1,2,,,2,31,2,2,2,1,2
414,22,6,9,27,cad,3,1,4,,1,32,2,2,2,1,2
414,23,7,11,51,cbad,3,2,1,4,3,23,2,2,2,1,2
414,24,8,9,28,cda,3,4,1,,1,25,2,2,2,1,2
414,25,9,8,24,dba,4,2,1,,1,26,2,2,2,1,2
414,26,10,3,6,da,4,1,,,4,30,2,2,2,1,2
414,27,11,11,46,bcda,2,3,4,1,4,17,2,2,2,1,2
414,28,12,11,41,adbc,1,4,2,3,4,20,2,2,2,1,2
414,29,13,11,57,dbac,4,2,1,3,3,22,2,2,2,1,2
414,30,14,8,20,adb,1,4,2,,4,28,2,2,2,1,2
414,31,15,6,11,cd,3,4,,,3,24,2,2,2,1,2
414,32,16,1,1,ab,1,2,,,1,21,2,2,2,1,2
415,1,1,4,8,cb,3,2,,,2,11,1,2,2,1,2
415,2,2,6,11,cd,3,4,,,3,15,1,2,2,1,2
415,3,3,6,12,dc,4,3,,,3,13,1,2,2,1,2
415,4,4,9,26,adc,1,4,3,,3,1,1,2,2,1,2
415,5,5,5,10,db,4,2,,,2,2,1,2,2,1,2
415,6,6,9,29,dac,4,1,3,,1,4,1,2,2,1,2
415,7,7,4,8,cb,3,2,,,3,6,1,2,2,1,2
415,8,8,7,13,abc,1,2,3,,1,16,1,2,2,1,2
415,9,9,4,7,bc,2,3,,,2,9,1,2,2,1,2
415,10,10,4,7,bc,2,3,,,2,3,1,2,2,1,2
415,11,11,6,12,dc,4,3,,,4,5,1,2,2,1,2
415,12,12,2,4,ca,3,1,,,1,10,1,2,2,1,2
415,13,13,9,25,acd,1,3,4,,1,7,1,2,2,1,2
415,14,14,5,10,db,4,2,,,4,12,1,2,2,1,2
415,15,15,10,36,dcb,4,3,2,,4,14,1,2,2,1,2
415,16,16,6,11,cd,3,4,,,4,8,1,2,2,1,2
415,17,1,11,46,bcda,2,3,4,1,2,27,1,2,2,1,2
415,18,2,5,9,bd,2,4,,,2,31,1,2,2,1,2
415,19,3,10,36,dcb,4,3,2,,3,29,1,2,2,1,2
415,20,4,3,5,ad,1,4,,,1,17,1,2,2,1,2
415,21,5,8,22,bda,2,4,1,,2,18,1,2,2,1,2
415,22,6,10,33,cbd,3,2,4,,3,20,1,2,2,1,2
415,23,7,10,33,cbd,3,2,4,,3,22,1,2,2,1,2
415,24,8,8,24,dba,4,2,1,,1,32,1,2,2,1,2
415,25,9,8,20,adb,1,4,2,,4,25,1,2,2,1,2
415,26,10,7,17,cab,3,1,2,,2,19,1,2,2,1,2
415,27,11,9,27,cad,3,1,4,,4,21,1,2,2,1,2
415,28,12,9,30,dca,4,3,1,,1,26,1,2,2,1,2
415,29,13,7,13,abc,1,2,3,,2,23,1,2,2,1,2
415,30,14,7,14,acb,1,3,2,,2,28,1,2,2,1,2
415,31,15,1,1,ab,1,2,,,1,30,1,2,2,1,2
415,32,16,10,33,cbd,3,2,4,,4,24,1,2,2,1,2
416,1,1,5,10,db,4,2,,,2,23,2,2,1,1,1
416,2,2,2,3,ac,1,3,,,1,20,2,2,1,1,1
416,3,3,3,5,ad,1,4,,,1,31,2,2,1,1,1
416,4,4,3,6,da,4,1,,,4,28,2,2,1,1,1
416,5,5,4,7,bc,2,3,,,3,27,2,2,1,1,1
416,6,6,7,13,abc,1,2,3,,3,24,2,2,1,1,1
416,7,7,6,12,dc,4,3,,,4,19,2,2,1,1,1
416,8,8,2,3,ac,1,3,,,1,25,2,2,1,1,1
416,9,9,9,25,acd,1,3,4,,4,22,2,2,1,1,1
416,10,10,5,9,bd,2,4,,,2,18,2,2,1,1,1
416,11,11,3,5,ad,1,4,,,1,29,2,2,1,1,1
416,12,12,3,5,ad,1,4,,,1,26,2,2,1,1,1
416,13,13,11,37,abcd,1,2,3,4,2,32,2,2,1,1,1
416,14,14,6,11,cd,3,4,,,4,30,2,2,1,1,1
416,15,15,7,14,acb,1,3,2,,2,17,2,2,1,1,1
416,16,16,1,1,ab,1,2,,,1,21,2,2,1,1,1
416,17,1,9,25,acd,1,3,4,,1,7,2,2,1,1,1
416,18,2,1,1,ab,1,2,,,1,4,2,2,1,1,1
416,19,3,6,11,cd,3,4,,,3,15,2,2,1,1,1
416,20,4,5,9,bd,2,4,,,4,12,2,2,1,1,1
416,21,5,8,23,dab,4,1,2,,2,11,2,2,1,1,1
416,22,6,3,5,ad,1,4,,,4,8,2,2,1,1,1
416,23,7,9,26,adc,1,4,3,,3,3,2,2,1,1,1
416,24,8,9,29,dac,4,1,3,,3,9,2,2,1,1,1
416,25,9,5,9,bd,2,4,,,4,6,2,2,1,1,1
416,26,10,10,33,cbd,3,2,4,,2,2,2,2,1,1,1
416,27,11,5,10,db,4,2,,,4,13,2,2,1,1,1
416,28,12,9,29,dac,4,1,3,,1,10,2,2,1,1,1
416,29,13,1,2,ba,2,1,,,2,16,2,2,1,1,1
416,30,14,10,32,bdc,2,4,3,,2,14,2,2,1,1,1
416,31,15,2,4,ca,3,1,,,3,1,2,2,1,1,1
416,32,16,11,39,acbd,1,3,2,4,1,5,2,2,1,1,1
417,1,1,9,29,dac,4,1,3,,4,7,2,2,3,1,3
417,2,2,4,7,bc,2,3,,,2,3,2,2,3,1,3
417,3,3,5,10,db,4,2,,,4,11,2,2,3,1,3
417,4,4,8,23,dab,4,1,2,,1,5,2,2,3,1,3
417,5,5,10,35,dbc,4,2,3,,3,1,2,2,3,1,3
417,6,6,7,14,acb,1,3,2,,1,8,2,2,3,1,3
417,7,7,2,4,ca,3,1,,,3,15,2,2,3,1,3
417,8,8,5,9,bd,2,4,,,2,16,2,2,3,1,3
417,9,9,9,29,dac,4,1,3,,1,9,2,2,3,1,3
417,10,10,2,3,ac,1,3,,,3,14,2,2,3,1,3
417,11,11,2,4,ca,3,1,,,3,4,2,2,3,1,3
417,12,12,4,7,bc,2,3,,,2,6,2,2,3,1,3
417,13,13,9,28,cda,3,4,1,,3,10,2,2,3,1,3
417,14,14,2,4,ca,3,1,,,1,12,2,2,3,1,3
417,15,15,8,21,bad,2,1,4,,2,13,2,2,3,1,3
417,16,16,4,8,cb,3,2,,,2,2,2,2,3,1,3
417,17,1,5,9,bd,2,4,,,4,23,2,2,3,1,3
417,18,2,8,20,adb,1,4,2,,1,19,2,2,3,1,3
417,19,3,10,33,cbd,3,2,4,,4,27,2,2,3,1,3
417,20,4,4,7,bc,2,3,,,2,21,2,2,3,1,3
417,21,5,5,10,db,4,2,,,4,17,2,2,3,1,3
417,22,6,6,11,cd,3,4,,,4,24,2,2,3,1,3
417,23,7,9,29,dac,4,1,3,,4,31,2,2,3,1,3
417,24,8,11,39,acbd,1,3,2,4,2,32,2,2,3,1,3
417,25,9,1,2,ba,2,1,,,1,25,2,2,3,1,3
417,26,10,1,2,ba,2,1,,,1,30,2,2,3,1,3
417,27,11,8,20,adb,1,4,2,,2,20,2,2,3,1,3
417,28,12,8,21,bad,2,1,4,,4,22,2,2,3,1,3
417,29,13,5,10,db,4,2,,,2,26,2,2,3,1,3
417,30,14,8,19,abd,1,2,4,,4,28,2,2,3,1,3
417,31,15,10,36,dcb,4,3,2,,2,29,2,2,3,1,3
417,32,16,1,2,ba,2,1,,,2,18,2,2,3,1,3
418,1,1,5,9,bd,2,4,,,2,2,2,2,3,1,2
418,2,2,7,13,abc,1,2,3,,1,1,2,2,3,1,2
418,3,3,3,6,da,4,1,,,4,8,2,2,3,1,2
418,4,4,8,21,bad,2,1,4,,2,3,2,2,3,1,2
418,5,5,11,51,cbad,3,2,1,4,2,15,2,2,3,1,2
418,6,6,6,12,dc,4,3,,,3,11,2,2,3,1,2
418,7,7,6,12,dc,4,3,,,3,13,2,2,3,1,2
418,8,8,2,4,ca,3,1,,,1,9,2,2,3,1,2
418,9,9,10,35,dbc,4,2,3,,2,10,2,2,3,1,2
418,10,10,3,6,da,4,1,,,4,7,2,2,3,1,2
418,11,11,3,6,da,4,1,,,1,6,2,2,3,1,2
418,12,12,6,12,dc,4,3,,,4,4,2,2,3,1,2
418,13,13,2,3,ac,1,3,,,3,16,2,2,3,1,2
418,14,14,10,31,bcd,2,3,4,,3,12,2,2,3,1,2
